,date,Error
0,145489980,145489994
1,145490040,145490032
2,145490100,145490093
3,145490160,145490148
4,145490220,145490226
5,145490280,145490255
6,145490340,145490355
7,145490400,145490391
8,145490460,145490461
9,145490520,145490516
10,145490580,145490592
11,145490640,145490618
12,145490700,145490695
13,145490760,145490755
14,145490820,145490829
15,145490880,145490868
16,145490940,145490937
17,145491000,145490990
18,145491060,145491059
19,145491120,145491123
20,145491180,145491167
21,145491240,145491249
22,145491300,145491307
23,145491360,145491363
24,145491420,145491427
25,145491480,145491472
26,145491540,145491537
27,145491600,145491589
28,145491660,145491656
29,145491720,145491723
30,145491780,145491772
31,145491840,145491835
32,145491900,145491892
33,145491960,145491950
34,145492020,145492012
35,145492080,145492078
36,145492140,145492127
37,145492200,145492200
38,145492260,145492274
39,145492320,145492325
40,145492380,145492377
41,145492440,145492430
42,145492500,145492491
43,145492560,145492574
44,145492620,145492619
45,145492680,145492672
46,145492740,145492740
47,145492800,145492819
48,145492860,145492860
49,145492920,145492924
50,145492980,145492981
51,145493040,145493035
52,145493100,145493087
53,145493160,145493155
54,145493220,145493216
55,145493280,145493283
56,145493340,145493346
57,145493400,145493407
58,145493460,145493460
59,145493520,145493526
60,145493580,145493571
61,145493640,145493650
62,145493700,145493703
63,145493760,145493756
64,145493820,145493822
65,145493880,145493878
66,145493940,145493949
67,145494000,145494013
68,145494060,145494079
69,145494120,145494105
70,145494180,145494164
71,145494240,145494233
72,145494300,145494300
73,145494360,145494366
74,145494420,145494421
75,145494480,145494458
76,145494540,145494535
77,145494600,145494606
78,145494660,145494660
79,145494720,145494725
80,145494780,145494776
81,145494840,145494836
82,145494900,145494900
83,145494960,145494962
84,145495020,145495020
85,145495080,145495080
86,145495140,145495132
87,145495200,145495201
88,145495260,145495260
89,145495320,145495329
90,145495380,145495389
91,145495440,145495440
92,145495500,145495495
93,145495560,145495552
94,145495620,145495622
95,145495680,145495679
96,145495740,145495735
97,145495800,145495799
98,145495860,145495852
99,145495920,145495924
100,145495980,145495974
101,145496040,145496050
102,145496100,145496102
103,145496160,145496163
104,145496220,145496208
105,145496280,145496280
106,145496340,145496345
107,145496400,145496389
108,145496460,145496456
109,145496520,145496519
110,145496580,145496565
111,145496640,145496641
112,145496700,145496706
113,145496760,145496750
114,145496820,145496821
115,145496880,145496865
116,145496940,145496938
117,145497000,145496982
118,145497060,145497069
119,145497120,145497122
120,145497180,145497178
121,145497240,145497231
122,145497300,145497310
123,145497360,145497377
124,145497420,145497400
125,145497480,145497490
126,145497540,145497554
127,145497600,145497601
128,145497660,145497647
129,145497720,145497726
130,145497780,145497777
131,145497840,145497832
132,145497900,145497886
133,145497960,145497963
134,145498020,145498025
135,145498080,145498072
136,145498140,145498143
137,145498200,145498187
138,145498260,145498266
139,145498320,145498319
140,145498380,145498377
141,145498440,145498437
142,145498500,145498506
143,145498560,145498565
144,145498620,145498623
145,145498680,145498680
146,145498740,145498739
147,145498800,145498804
148,145498860,145498860
149,145498920,145498924
150,145498980,145498975
151,145499040,145499014
152,145499100,145499108
153,145499160,145499179
154,145499220,145499222
155,145499280,145499277
156,145499340,145499337
157,145499400,145499397
158,145499460,145499459
159,145499520,145499507
160,145499580,145499573
161,145499640,145499629
162,145499700,145499700
163,145499760,145499756
164,145499820,145499822
165,145499880,145499877
166,145499940,145499947
167,145500000,145500000
168,145500060,145500079
169,145500120,145500100
170,145500180,145500172
171,145500240,145500247
172,145500300,145500323
173,145500360,145500356
174,145500420,145500419
175,145500480,145500476
176,145500540,145500551
177,145500600,145500596
178,145500660,145500664
179,145500720,145500715
180,145500780,145500766
181,145500840,145500841
182,145500900,145500903
183,145500960,145500970
184,145501020,145501017
185,145501080,145501072
186,145501140,145501143
187,145501200,145501200
188,145501260,145501260
189,145501320,145501318
190,145501380,145501389
191,145501440,145501441
192,145501500,145501517
193,145501560,145501569
194,145501620,145501624
195,145501680,145501662
196,145501740,145501744
197,145501800,145501802
198,145501860,145501866
199,145501920,145501928
200,145501980,145501974
201,145502040,145502046
202,145502100,145502093
203,145502160,145502177
204,145502220,145502205
205,145502280,145502261
206,145502340,145502322
207,145502400,145502390
208,145502460,145502447
209,145502520,145502537
210,145502580,145502575
211,145502640,145502625
212,145502700,145502709
213,145502760,145502753
214,145502820,145502806
215,145502880,145502886
216,145502940,145502944
217,145503000,145502994
218,145503060,145503072
219,145503120,145503120
220,145503180,145503194
221,145503240,145503243
222,145503300,145503313
223,145503360,145503360
224,145503420,145503406
225,145503480,145503502
226,145503540,145503533
227,145503600,145503597
228,145503660,145503651
229,145503720,145503716
230,145503780,145503780
231,145503840,145503840
232,145503900,145503904
233,145503960,145503975
234,145504020,145504017
235,145504080,145504066
236,145504140,145504127
237,145504200,145504192
238,145504260,145504242
239,145504320,145504326
240,145504380,145504374
241,145504440,145504435
242,145504500,145504498
243,145504560,145504545
244,145504620,145504610
245,145504680,145504684
246,145504740,145504744
247,145504800,145504794
248,145504860,145504876
249,145504920,145504905
250,145504980,145504975
251,145505040,145505036
252,145505100,145505071
253,145505160,145505177
254,145505220,145505221
255,145505280,145505268
256,145505340,145505358
257,145505400,145505403
258,145505460,145505462
259,145505520,145505512
260,145505580,145505580
261,145505640,145505623
262,145505700,145505705
263,145505760,145505755
264,145505820,145505820
265,145505880,145505890
266,145505940,145505940
267,145506000,145506000
268,145506060,145506060
269,145506120,145506111
270,145506180,145506186
271,145506240,145506253
272,145506300,145506305
273,145506360,145506366
274,145506420,145506410
275,145506480,145506470
276,145506540,145506524
277,145506600,145506610
278,145506660,145506656
279,145506720,145506731
280,145506780,145506771
281,145506840,145506834
282,145506900,145506899
283,145506960,145506967
284,145507020,145507019
285,145507080,145507080
286,145507140,145507139
287,145507200,145507200
288,145507260,145507247
289,145507320,145507319
290,145507380,145507377
291,145507440,145507438
292,145507500,145507502
293,145507560,145507552
294,145507620,145507618
295,145507680,145507676
296,145507740,145507742
297,145507800,145507805
298,145507860,145507849
299,145507920,145507923
300,145507980,145507998
301,145508040,145508024
302,145508100,145508090
303,145508160,145508150
304,145508220,145508216
305,145508280,145508294
306,145508340,145508339
307,145508400,145508392
308,145508460,145508464
309,145508520,145508513
310,145508580,145508589
311,145508640,145508641
312,145508700,145508711
313,145508760,145508752
314,145508820,145508848
315,145508880,145508886
316,145508940,145508944
317,145509000,145508998
318,145509060,145509051
319,145509120,145509110
320,145509180,145509177
321,145509240,145509231
322,145509300,145509300
323,145509360,145509350
324,145509420,145509424
325,145509480,145509487
326,145509540,145509531
327,145509600,145509609
328,145509660,145509656
329,145509720,145509729
330,145509780,145509782
331,145509840,145509849
332,145509900,145509889
333,145509960,145509957
334,145510020,145510032
335,145510080,145510072
336,145510140,145510118
337,145510200,145510179
338,145510260,145510233
339,145510320,145510297
340,145510380,145510374
341,145510440,145510450
342,145510500,145510494
343,145510560,145510561
344,145510620,145510617
345,145510680,145510679
346,145510740,145510737
347,145510800,145510797
348,145510860,145510862
349,145510920,145510907
350,145510980,145510988
351,145511040,145511047
352,145511100,145511097
353,145511160,145511166
354,145511220,145511211
355,145511280,145511273
356,145511340,145511340
357,145511400,145511397
358,145511460,145511454
359,145511520,145511512
360,145511580,145511573
361,145511640,145511647
362,145511700,145511679
363,145511760,145511761
364,145511820,145511816
365,145511880,145511885
366,145511940,145511943
367,145512000,145511971
368,145512060,145512063
369,145512120,145512121
370,145512180,145512179
371,145512240,145512234
372,145512300,145512306
373,145512360,145512354
374,145512420,145512436
375,145512480,145512483
376,145512540,145512559
377,145512600,145512591
378,145512660,145512641
379,145512720,145512725
380,145512780,145512786
381,145512840,145512839
382,145512900,145512883
383,145512960,145512954
384,145513020,145513024
385,145513080,145513077
386,145513140,145513137
387,145513200,145513197
388,145513260,145513249
389,145513320,145513313
390,145513380,145513364
391,145513440,145513455
392,145513500,145513494
393,145513560,145513562
394,145513620,145513608
395,145513680,145513685
396,145513740,145513720
397,145513800,145513807
398,145513860,145513858
399,145513920,145513939
400,145513980,145513965
401,145514040,145514039
402,145514100,145514101
403,145514160,145514170
404,145514220,145514214
405,145514280,145514279
406,145514340,145514317
407,145514400,145514390
408,145514460,145514462
409,145514520,145514529
410,145514580,145514576
411,145514640,145514658
412,145514700,145514715
413,145514760,145514758
414,145514820,145514794
415,145514880,145514861
416,145514940,145514931
417,145515000,145515009
418,145515060,145515061
419,145515120,145515098
420,145515180,145515176
421,145515240,145515254
422,145515300,145515295
423,145515360,145515351
424,145515420,145515438
425,145515480,145515479
426,145515540,145515534
427,145515600,145515601
428,145515660,145515659
429,145515720,145515714
430,145515780,145515790
431,145515840,145515849
432,145515900,145515906
433,145515960,145515957
434,145516020,145516029
435,145516080,145516078
436,145516140,145516142
437,145516200,145516208
438,145516260,145516266
439,145516320,145516335
440,145516380,145516382
441,145516440,145516422
442,145516500,145516487
443,145516560,145516571
444,145516620,145516615
445,145516680,145516681
446,145516740,145516730
447,145516800,145516808
448,145516860,145516855
449,145516920,145516932
450,145516980,145516973
451,145517040,145517049
452,145517100,145517104
453,145517160,145517151
454,145517220,145517228
455,145517280,145517269
456,145517340,145517330
457,145517400,145517405
458,145517460,145517452
459,145517520,145517513
460,145517580,145517575
461,145517640,145517628
462,145517700,145517708
463,145517760,145517764
464,145517820,145517818
465,145517880,145517877
466,145517940,145517942
467,145518000,145518015
468,145518060,145518066
469,145518120,145518113
470,145518180,145518185
471,145518240,145518237
472,145518300,145518297
473,145518360,145518376
474,145518420,145518414
475,145518480,145518474
476,145518540,145518519
477,145518600,145518584
478,145518660,145518662
479,145518720,145518712
480,145518780,145518783
481,145518840,145518827
482,145518900,145518891
483,145518960,145518964
484,145519020,145519032
485,145519080,145519083
486,145519140,145519149
487,145519200,145519215
488,145519260,145519268
489,145519320,145519309
490,145519380,145519377
491,145519440,145519444
492,145519500,145519494
493,145519560,145519562
494,145519620,145519603
495,145519680,145519670
496,145519740,145519743
497,145519800,145519776
498,145519860,145519847
499,145519920,145519918
500,145519980,145519961
501,145520040,145520039
502,145520100,145520091
503,145520160,145520156
504,145520220,145520216
505,145520280,145520280
506,145520340,145520333
507,145520400,145520399
508,145520460,145520452
509,145520520,145520523
510,145520580,145520594
511,145520640,145520640
512,145520700,145520700
513,145520760,145520747
514,145520820,145520824
515,145520880,145520871
516,145520940,145520930
517,145521000,145521003
518,145521060,145521060
519,145521120,145521129
520,145521180,145521192
521,145521240,145521233
522,145521300,145521300
523,145521360,145521375
524,145521420,145521427
525,145521480,145521485
526,145521540,145521551
527,145521600,145521592
528,145521660,145521664
529,145521720,145521732
530,145521780,145521794
531,145521840,145521830
532,145521900,145521896
533,145521960,145521961
534,145522020,145522016
535,145522080,145522075
536,145522140,145522144
537,145522200,145522195
538,145522260,145522241
539,145522320,145522321
540,145522380,145522374
541,145522440,145522431
542,145522500,145522483
543,145522560,145522568
544,145522620,145522596
545,145522680,145522662
546,145522740,145522736
547,145522800,145522810
548,145522860,145522871
549,145522920,145522907
550,145522980,145522977
551,145523040,145523023
552,145523100,145523108
553,145523160,145523144
554,145523220,145523217
555,145523280,145523288
556,145523340,145523336
557,145523400,145523412
558,145523460,145523450
559,145523520,145523521
560,145523580,145523586
561,145523640,145523637
562,145523700,145523711
563,145523760,145523763
564,145523820,145523802
565,145523880,145523917
566,145523940,145523944
567,145524000,145524000
568,145524060,145524045
569,145524120,145524119
570,145524180,145524174
571,145524240,145524244
572,145524300,145524301
573,145524360,145524376
574,145524420,145524420
575,145524480,145524483
576,145524540,145524541
577,145524600,145524597
578,145524660,145524657
579,145524720,145524729
580,145524780,145524785
581,145524840,145524832
582,145524900,145524887
583,145524960,145524958
584,145525020,145525029
585,145525080,145525078
586,145525140,145525155
587,145525200,145525191
588,145525260,145525260
589,145525320,145525293
590,145525380,145525373
591,145525440,145525435
592,145525500,145525503
593,145525560,145525575
594,145525620,145525619
595,145525680,145525692
596,145525740,145525744
597,145525800,145525807
598,145525860,145525854
599,145525920,145525931
600,145525980,145525968
601,145526040,145526042
602,145526100,145526089
603,145526160,145526153
604,145526220,145526204
605,145526280,145526273
606,145526340,145526341
607,145526400,145526398
608,145526460,145526445
609,145526520,145526532
610,145526580,145526581
611,145526640,145526648
612,145526700,145526705
613,145526760,145526752
614,145526820,145526799
615,145526880,145526869
616,145526940,145526950
617,145527000,145526988
618,145527060,145527066
619,145527120,145527112
620,145527180,145527181
621,145527240,145527220
622,145527300,145527309
623,145527360,145527358
624,145527420,145527426
625,145527480,145527480
626,145527540,145527545
627,145527600,145527597
628,145527660,145527665
629,145527720,145527703
630,145527780,145527768
631,145527840,145527845
632,145527900,145527898
633,145527960,145527956
634,145528020,145528017
635,145528080,145528083
636,145528140,145528133
637,145528200,145528203
638,145528260,145528249
639,145528320,145528314
640,145528380,145528387
641,145528440,145528448
642,145528500,145528488
643,145528560,145528566
644,145528620,145528608
645,145528680,145528685
646,145528740,145528720
647,145528800,145528787
648,145528860,145528853
649,145528920,145528917
650,145528980,145528992
651,145529040,145529047
652,145529100,145529113
653,145529160,145529170
654,145529220,145529216
655,145529280,145529276
656,145529340,145529348
657,145529400,145529399
658,145529460,145529457
659,145529520,145529505
660,145529580,145529577
661,145529640,145529611
662,145529700,145529694
663,145529760,145529749
664,145529820,145529824
665,145529880,145529874
666,145529940,145529935
667,145530000,145530011
668,145530060,145530048
669,145530120,145530121
670,145530180,145530160
671,145530240,145530239
672,145530300,145530302
673,145530360,145530366
674,145530420,145530410
675,145530480,145530481
676,145530540,145530541
677,145530600,145530598
678,145530660,145530660
679,145530720,145530722
680,145530780,145530781
681,145530840,145530829
682,145530900,145530887
683,145530960,145530983
684,145531020,145531037
685,145531080,145531065
686,145531140,145531142
687,145531200,145531204
688,145531260,145531265
689,145531320,145531320
690,145531380,145531369
691,145531440,145531437
692,145531500,145531494
693,145531560,145531560
694,145531620,145531616
695,145531680,145531677
696,145531740,145531748
697,145531800,145531810
698,145531860,145531847
699,145531920,145531914
700,145531980,145531971
701,145532040,145532050
702,145532100,145532098
703,145532160,145532172
704,145532220,145532214
705,145532280,145532279
706,145532340,145532325
707,145532400,145532411
708,145532460,145532455
709,145532520,145532504
710,145532580,145532573
711,145532640,145532615
712,145532700,145532698
713,145532760,145532760
714,145532820,145532820
715,145532880,145532892
716,145532940,145532935
717,145533000,145533006
718,145533060,145533061
719,145533120,145533117
720,145533180,145533158
721,145533240,145533247
722,145533300,145533293
723,145533360,145533359
724,145533420,145533406
725,145533480,145533480
726,145533540,145533540
727,145533600,145533599
728,145533660,145533657
729,145533720,145533728
730,145533780,145533787
731,145533840,145533845
732,145533900,145533931
733,145533960,145533952
734,145534020,145534015
735,145534080,145534068
736,145534140,145534142
737,145534200,145534192
738,145534260,145534232
739,145534320,145534306
740,145534380,145534379
741,145534440,145534448
742,145534500,145534483
743,145534560,145534552
744,145534620,145534617
745,145534680,145534671
746,145534740,145534743
747,145534800,145534799
748,145534860,145534861
749,145534920,145534911
750,145534980,145534993
751,145535040,145535038
752,145535100,145535110
753,145535160,145535154
754,145535220,145535223
755,145535280,145535272
756,145535340,145535329
757,145535400,145535391
758,145535460,145535458
759,145535520,145535516
760,145535580,145535593
761,145535640,145535627
762,145535700,145535688
763,145535760,145535775
764,145535820,145535824
765,145535880,145535860
766,145535940,145535942
767,145536000,145536000
768,145536060,145536037
769,145536120,145536115
770,145536180,145536178
771,145536240,145536245
772,145536300,145536307
773,145536360,145536359
774,145536420,145536428
775,145536480,145536477
776,145536540,145536530
777,145536600,145536589
778,145536660,145536663
779,145536720,145536699
780,145536780,145536784
781,145536840,145536827
782,145536900,145536895
783,145536960,145536963
784,145537020,145537030
785,145537080,145537059
786,145537140,145537130
787,145537200,145537199
788,145537260,145537253
789,145537320,145537326
790,145537380,145537358
791,145537440,145537441
792,145537500,145537502
793,145537560,145537559
794,145537620,145537629
795,145537680,145537666
796,145537740,145537749
797,145537800,145537791
798,145537860,145537865
799,145537920,145537915
800,145537980,145537986
801,145538040,145538045
802,145538100,145538084
803,145538160,145538157
804,145538220,145538218
805,145538280,145538276
806,145538340,145538331
807,145538400,145538416
808,145538460,145538460
809,145538520,145538533
810,145538580,145538573
811,145538640,145538628
812,145538700,145538700
813,145538760,145538753
814,145538820,145538841
815,145538880,145538880
816,145538940,145538949
817,145539000,145538996
818,145539060,145539055
819,145539120,145539118
820,145539180,145539181
821,145539240,145539246
822,145539300,145539297
823,145539360,145539352
824,145539420,145539408
825,145539480,145539478
826,145539540,145539543
827,145539600,145539602
828,145539660,145539658
829,145539720,145539712
830,145539780,145539780
831,145539840,145539843
832,145539900,145539898
833,145539960,145539960
834,145540020,145540017
835,145540080,145540087
836,145540140,145540134
837,145540200,145540200
838,145540260,145540261
839,145540320,145540325
840,145540380,145540392
841,145540440,145540444
842,145540500,145540503
843,145540560,145540544
844,145540620,145540624
845,145540680,145540700
846,145540740,145540730
847,145540800,145540788
848,145540860,145540856
849,145540920,145540928
850,145540980,145540983
851,145541040,145541034
852,145541100,145541098
853,145541160,145541168
854,145541220,145541224
855,145541280,145541302
856,145541340,145541348
857,145541400,145541401
858,145541460,145541464
859,145541520,145541515
860,145541580,145541569
861,145541640,145541640
862,145541700,145541702
863,145541760,145541745
864,145541820,145541813
865,145541880,145541875
866,145541940,145541940
867,145542000,145541996
868,145542060,145542062
869,145542120,145542119
870,145542180,145542188
871,145542240,145542221
872,145542300,145542314
873,145542360,145542372
874,145542420,145542419
875,145542480,145542484
876,145542540,145542544
877,145542600,145542591
878,145542660,145542660
879,145542720,145542725
880,145542780,145542781
881,145542840,145542848
882,145542900,145542899
883,145542960,145542959
884,145543020,145543011
885,145543080,145543075
886,145543140,145543134
887,145543200,145543215
888,145543260,145543260
889,145543320,145543309
890,145543380,145543381
891,145543440,145543437
892,145543500,145543468
893,145543560,145543562
894,145543620,145543603
895,145543680,145543683
896,145543740,145543729
897,145543800,145543784
898,145543860,145543862
899,145543920,145543904
900,145543980,145543974
901,145544040,145544040
902,145544100,145544104
903,145544160,145544165
904,145544220,145544218
905,145544280,145544270
906,145544340,145544357
907,145544400,145544392
908,145544460,145544476
909,145544520,145544514
910,145544580,145544589
911,145544640,145544648
912,145544700,145544688
913,145544760,145544761
914,145544820,145544825
915,145544880,145544885
916,145544940,145544937
917,145545000,145545001
918,145545060,145545055
919,145545120,145545107
920,145545180,145545187
921,145545240,145545233
922,145545300,145545311
923,145545360,145545364
924,145545420,145545410
925,145545480,145545477
926,145545540,145545536
927,145545600,145545590
928,145545660,145545663
929,145545720,145545714
930,145545780,145545794
931,145545840,145545846
932,145545900,145545890
933,145545960,145545958
934,145546020,145546016
935,145546080,145546063
936,145546140,145546147
937,145546200,145546207
938,145546260,145546267
939,145546320,145546314
940,145546380,145546388
941,145546440,145546436
942,145546500,145546507
943,145546560,145546576
944,145546620,145546620
945,145546680,145546664
946,145546740,145546735
947,145546800,145546804
948,145546860,145546870
949,145546920,145546907
950,145546980,145546977
951,145547040,145547040
952,145547100,145547102
953,145547160,145547167
954,145547220,145547209
955,145547280,145547274
956,145547340,145547348
957,145547400,145547401
958,145547460,145547462
959,145547520,145547529
960,145547580,145547580
961,145547640,145547643
962,145547700,145547695
963,145547760,145547745
964,145547820,145547806
965,145547880,145547879
966,145547940,145547937
967,145548000,145547992
968,145548060,145548061
969,145548120,145548110
970,145548180,145548180
971,145548240,145548238
972,145548300,145548290
973,145548360,145548336
974,145548420,145548432
975,145548480,145548481
976,145548540,145548512
977,145548600,145548594
978,145548660,145548661
979,145548720,145548716
980,145548780,145548783
981,145548840,145548829
982,145548900,145548900
983,145548960,145548958
984,145549020,145549017
985,145549080,145549076
986,145549140,145549140
987,145549200,145549207
988,145549260,145549253
989,145549320,145549314
990,145549380,145549380
991,145549440,145549437
992,145549500,145549501
993,145549560,145549565
994,145549620,145549630
995,145549680,145549677
996,145549740,145549716
997,145549800,145549798
998,145549860,145549861
999,145549920,145549917
1000,145549980,145549977
1001,145550040,145550014
1002,145550100,145550103
1003,145550160,145550155
1004,145550220,145550203
1005,145550280,145550270
1006,145550340,145550330
1007,145550400,145550404
1008,145550460,145550463
1009,145550520,145550533
1010,145550580,145550584
1011,145550640,145550625
1012,145550700,145550684
1013,145550760,145550769
1014,145550820,145550833
1015,145550880,145550876
1016,145550940,145550943
1017,145551000,145550983
1018,145551060,145551039
